CMDLINE /home/lfgalizar/.pyenv/versions/3.10.8/bin/python3.10 sorts.py
MEM 0.625000 1694456263.3964
MEM 20.718750 1694456263.4967
MEM 20.718750 1694456263.5970
MEM 20.968750 1694456263.6973
MEM 21.218750 1694456263.7975
MEM 21.468750 1694456263.8978
MEM 21.593750 1694456263.9981
MEM 21.843750 1694456264.0983
MEM 22.093750 1694456264.1986
MEM 22.343750 1694456264.2989
MEM 22.468750 1694456264.3991
MEM 22.718750 1694456264.4994
MEM 22.968750 1694456264.5997
MEM 23.218750 1694456264.7000
MEM 23.468750 1694456264.8002
MEM 23.718750 1694456264.9005
MEM 23.968750 1694456265.0008
MEM 24.093750 1694456265.1010
MEM 24.343750 1694456265.2014
MEM 24.593750 1694456265.3016
MEM 24.843750 1694456265.4019
MEM 24.968750 1694456265.5022
MEM 25.218750 1694456265.6025
MEM 25.468750 1694456265.7028
MEM 25.718750 1694456265.8031
MEM 25.843750 1694456265.9033
MEM 26.093750 1694456266.0036
MEM 26.343750 1694456266.1040
MEM 26.593750 1694456266.2043
MEM 26.718750 1694456266.3046
MEM 26.968750 1694456266.4049
MEM 27.218750 1694456266.5051
MEM 27.468750 1694456266.6054
MEM 27.593750 1694456266.7056
MEM 27.843750 1694456266.8060
MEM 28.218750 1694456266.9062
MEM 28.468750 1694456267.0065
MEM 28.593750 1694456267.1068
MEM 28.843750 1694456267.2071
MEM 29.218750 1694456267.3074
MEM 29.468750 1694456267.4076
MEM 29.718750 1694456267.5079
MEM 29.968750 1694456267.6081
MEM 30.093750 1694456267.7084
MEM 30.343750 1694456267.8087
MEM 30.593750 1694456267.9090
MEM 30.843750 1694456268.0093
MEM 30.968750 1694456268.1096
MEM 31.218750 1694456268.2099
MEM 31.468750 1694456268.3102
MEM 31.593750 1694456268.4105
FUNC __main__.quicksort_inplace 23.2188 1694456264.6910 23.2188 1694456264.6916 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6911 23.2188 1694456264.6912 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6914 23.2188 1694456264.6915 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6916 23.2188 1694456264.6917 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6919 23.2188 1694456264.6978 0
FUNC __main__.quicksort_inplace 23.2188 1694456264.6920 23.2188 1694456264.6945 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6921 23.2188 1694456264.6929 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6922 23.2188 1694456264.6926 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6923 23.2188 1694456264.6924 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6925 23.2188 1694456264.6925 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6927 23.2188 1694456264.6928 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6930 23.2188 1694456264.6944 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6930 23.2188 1694456264.6941 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6931 23.2188 1694456264.6939 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6932 23.2188 1694456264.6937 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6933 23.2188 1694456264.6934 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.6935 23.2188 1694456264.6936 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.6937 23.2188 1694456264.6938 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6940 23.2188 1694456264.6941 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6942 23.2188 1694456264.6943 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6945 23.2188 1694456264.6977 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6946 23.2188 1694456264.6957 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6947 23.2188 1694456264.6951 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6948 23.2188 1694456264.6949 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6950 23.2188 1694456264.6951 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6952 23.2188 1694456264.6956 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6953 23.2188 1694456264.6954 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6955 23.2188 1694456264.6956 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6958 23.2188 1694456264.6976 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6959 23.2188 1694456264.6974 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6960 23.2188 1694456264.6964 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6961 23.2188 1694456264.6962 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6963 23.2188 1694456264.6963 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6965 23.2188 1694456264.6973 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.6966 23.2188 1694456264.6971 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6967 23.2188 1694456264.6968 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.6968 23.2188 1694456264.6970 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.6972 23.2188 1694456264.6972 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.6975 23.2188 1694456264.6975 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6979 23.2188 1694456264.6985 0
FUNC __main__.quicksort_inplace 23.2188 1694456264.6980 23.2188 1694456264.6982 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6983 23.2188 1694456264.6984 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6986 23.2188 1694456264.6999 0
FUNC __main__.quicksort_inplace 23.2188 1694456264.6987 23.2188 1694456264.6996 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.6988 23.2188 1694456264.6989 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6990 23.2188 1694456264.6995 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.6991 23.2188 1694456264.6992 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6994 23.2188 1694456264.6994 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.6997 23.2188 1694456264.6998 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.7000 23.2188 1694456264.7064 0
FUNC __main__.quicksort_inplace 23.2188 1694456264.7001 23.2188 1694456264.7047 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.7002 23.2188 1694456264.7041 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7003 23.2188 1694456264.7008 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7004 23.2188 1694456264.7005 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7006 23.2188 1694456264.7007 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7008 23.2188 1694456264.7040 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7009 23.2188 1694456264.7021 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7010 23.2188 1694456264.7011 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7012 23.2188 1694456264.7020 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7013 23.2188 1694456264.7017 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7014 23.2188 1694456264.7015 7
FUNC __main__.quicksort_inplace 23.2188 1694456264.7016 23.2188 1694456264.7017 7
FUNC __main__.quicksort_inplace 23.2188 1694456264.7018 23.2188 1694456264.7019 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7022 23.2188 1694456264.7039 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7023 23.2188 1694456264.7034 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7024 23.2188 1694456264.7024 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7025 23.2188 1694456264.7033 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7026 23.2188 1694456264.7031 7
FUNC __main__.quicksort_inplace 23.2188 1694456264.7027 23.2188 1694456264.7028 8
FUNC __main__.quicksort_inplace 23.2188 1694456264.7029 23.2188 1694456264.7030 8
FUNC __main__.quicksort_inplace 23.2188 1694456264.7031 23.2188 1694456264.7032 7
FUNC __main__.quicksort_inplace 23.2188 1694456264.7035 23.2188 1694456264.7039 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7035 23.2188 1694456264.7036 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7037 23.2188 1694456264.7038 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7042 23.2188 1694456264.7046 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7043 23.2188 1694456264.7044 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7045 23.2188 1694456264.7045 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7048 23.2188 1694456264.7063 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.7049 23.2188 1694456264.7053 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7050 23.2188 1694456264.7050 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7051 23.2188 1694456264.7052 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7054 23.2188 1694456264.7062 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7055 23.2188 1694456264.7056 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7057 23.2188 1694456264.7061 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7058 23.2188 1694456264.7059 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7059 23.2188 1694456264.7060 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7065 23.3438 1694456264.7124 0
FUNC __main__.quicksort_inplace 23.2188 1694456264.7066 23.3438 1694456264.7112 1
FUNC __main__.quicksort_inplace 23.2188 1694456264.7067 23.2188 1694456264.7075 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7068 23.2188 1694456264.7073 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7069 23.2188 1694456264.7070 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7071 23.2188 1694456264.7072 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7074 23.2188 1694456264.7074 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7076 23.3438 1694456264.7111 2
FUNC __main__.quicksort_inplace 23.2188 1694456264.7077 23.3438 1694456264.7109 3
FUNC __main__.quicksort_inplace 23.2188 1694456264.7078 23.3438 1694456264.7106 4
FUNC __main__.quicksort_inplace 23.2188 1694456264.7079 23.2188 1694456264.7083 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7080 23.2188 1694456264.7081 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7081 23.2188 1694456264.7082 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7084 23.3438 1694456264.7105 5
FUNC __main__.quicksort_inplace 23.2188 1694456264.7085 23.3438 1694456264.7103 6
FUNC __main__.quicksort_inplace 23.2188 1694456264.7086 23.3438 1694456264.7100 7
FUNC __main__.quicksort_inplace 23.2188 1694456264.7087 23.2188 1694456264.7098 8
FUNC __main__.quicksort_inplace 23.2188 1694456264.7088 23.2188 1694456264.7088 9
FUNC __main__.quicksort_inplace 23.2188 1694456264.7089 23.2188 1694456264.7097 9
FUNC __main__.quicksort_inplace 23.2188 1694456264.7091 23.2188 1694456264.7091 10
FUNC __main__.quicksort_inplace 23.2188 1694456264.7092 23.2188 1694456264.7096 10
FUNC __main__.quicksort_inplace 23.2188 1694456264.7093 23.2188 1694456264.7094 11
FUNC __main__.quicksort_inplace 23.2188 1694456264.7095 23.2188 1694456264.7096 11
FUNC __main__.quicksort_inplace 23.3438 1694456264.7099 23.3438 1694456264.7100 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7101 23.3438 1694456264.7102 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7104 23.3438 1694456264.7105 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7107 23.3438 1694456264.7108 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7109 23.3438 1694456264.7110 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7113 23.3438 1694456264.7124 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7114 23.3438 1694456264.7114 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7115 23.3438 1694456264.7123 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7116 23.3438 1694456264.7120 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7117 23.3438 1694456264.7118 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7119 23.3438 1694456264.7120 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7121 23.3438 1694456264.7122 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7126 23.3438 1694456264.7239 0
FUNC __main__.quicksort_inplace 23.3438 1694456264.7127 23.3438 1694456264.7138 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7128 23.3438 1694456264.7132 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7129 23.3438 1694456264.7130 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7131 23.3438 1694456264.7131 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7133 23.3438 1694456264.7137 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7134 23.3438 1694456264.7135 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7136 23.3438 1694456264.7136 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7139 23.3438 1694456264.7238 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7140 23.3438 1694456264.7212 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7141 23.3438 1694456264.7159 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7142 23.3438 1694456264.7156 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7143 23.3438 1694456264.7154 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7144 23.3438 1694456264.7151 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7145 23.3438 1694456264.7149 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7146 23.3438 1694456264.7147 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7148 23.3438 1694456264.7148 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7150 23.3438 1694456264.7151 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7152 23.3438 1694456264.7153 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7155 23.3438 1694456264.7156 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7157 23.3438 1694456264.7158 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7160 23.3438 1694456264.7211 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7161 23.3438 1694456264.7196 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7162 23.3438 1694456264.7193 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7163 23.3438 1694456264.7177 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7163 23.3438 1694456264.7171 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7164 23.3438 1694456264.7165 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7166 23.3438 1694456264.7170 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7167 23.3438 1694456264.7168 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7169 23.3438 1694456264.7169 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7172 23.3438 1694456264.7176 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7173 23.3438 1694456264.7174 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7174 23.3438 1694456264.7175 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7178 23.3438 1694456264.7192 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7178 23.3438 1694456264.7190 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7179 23.3438 1694456264.7187 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7180 23.3438 1694456264.7181 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7182 23.3438 1694456264.7186 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7183 23.3438 1694456264.7184 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7185 23.3438 1694456264.7186 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7188 23.3438 1694456264.7189 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7190 23.3438 1694456264.7191 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7194 23.3438 1694456264.7195 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7196 23.3438 1694456264.7211 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7197 23.3438 1694456264.7208 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7198 23.3438 1694456264.7202 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7199 23.3438 1694456264.7200 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7201 23.3438 1694456264.7202 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7203 23.3438 1694456264.7208 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7204 23.3438 1694456264.7205 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7206 23.3438 1694456264.7207 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7209 23.3438 1694456264.7210 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7213 23.3438 1694456264.7237 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7214 23.3438 1694456264.7235 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7215 23.3438 1694456264.7216 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7217 23.3438 1694456264.7234 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7218 23.3438 1694456264.7225 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7219 23.3438 1694456264.7219 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7220 23.3438 1694456264.7224 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7221 23.3438 1694456264.7222 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7223 23.3438 1694456264.7224 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7226 23.3438 1694456264.7233 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7227 23.3438 1694456264.7228 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7229 23.3438 1694456264.7233 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7229 23.3438 1694456264.7230 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7231 23.3438 1694456264.7232 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7236 23.3438 1694456264.7237 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7240 23.3438 1694456264.7346 0
FUNC __main__.quicksort_inplace 23.3438 1694456264.7241 23.3438 1694456264.7262 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7242 23.3438 1694456264.7253 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7243 23.3438 1694456264.7244 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7245 23.3438 1694456264.7252 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7246 23.3438 1694456264.7250 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7247 23.3438 1694456264.7247 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7248 23.3438 1694456264.7249 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7251 23.3438 1694456264.7252 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7254 23.3438 1694456264.7261 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7255 23.3438 1694456264.7259 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7256 23.3438 1694456264.7257 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7257 23.3438 1694456264.7258 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7260 23.3438 1694456264.7261 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7263 23.3438 1694456264.7345 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7264 23.3438 1694456264.7303 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7265 23.3438 1694456264.7299 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7266 23.3438 1694456264.7297 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7267 23.3438 1694456264.7278 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7268 23.3438 1694456264.7275 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7269 23.3438 1694456264.7270 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7270 23.3438 1694456264.7275 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7271 23.3438 1694456264.7272 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7273 23.3438 1694456264.7274 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7276 23.3438 1694456264.7277 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7279 23.3438 1694456264.7296 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7280 23.3438 1694456264.7280 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7281 23.3438 1694456264.7295 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7282 23.3438 1694456264.7283 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7284 23.3438 1694456264.7295 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7285 23.3438 1694456264.7286 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7286 23.3438 1694456264.7294 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7287 23.3438 1694456264.7291 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7288 23.3438 1694456264.7289 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7290 23.3438 1694456264.7291 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7292 23.3438 1694456264.7293 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7298 23.3438 1694456264.7299 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7300 23.3438 1694456264.7301 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7304 23.3438 1694456264.7344 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7305 23.3438 1694456264.7338 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7306 23.3438 1694456264.7336 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7307 23.3438 1694456264.7315 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7308 23.3438 1694456264.7309 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7310 23.3438 1694456264.7315 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7311 23.3438 1694456264.7312 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7313 23.3438 1694456264.7314 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7316 23.3438 1694456264.7335 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7318 23.3438 1694456264.7333 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7318 23.3438 1694456264.7330 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7320 23.3438 1694456264.7328 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7321 23.3438 1694456264.7325 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7322 23.3438 1694456264.7323 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7323 23.3438 1694456264.7324 10
FUNC __main__.quicksort_inplace 23.3438 1694456264.7326 23.3438 1694456264.7327 9
FUNC __main__.quicksort_inplace 23.3438 1694456264.7328 23.3438 1694456264.7329 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7331 23.3438 1694456264.7332 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7333 23.3438 1694456264.7334 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7337 23.3438 1694456264.7338 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7339 23.3438 1694456264.7344 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7340 23.3438 1694456264.7341 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7342 23.3438 1694456264.7343 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7347 23.3438 1694456264.7440 0
FUNC __main__.quicksort_inplace 23.3438 1694456264.7348 23.3438 1694456264.7404 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7349 23.3438 1694456264.7384 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7350 23.3438 1694456264.7358 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7351 23.3438 1694456264.7352 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7353 23.3438 1694456264.7357 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7354 23.3438 1694456264.7355 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7356 23.3438 1694456264.7356 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7359 23.3438 1694456264.7384 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7360 23.3438 1694456264.7360 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7361 23.3438 1694456264.7383 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7362 23.3438 1694456264.7366 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7363 23.3438 1694456264.7364 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7365 23.3438 1694456264.7366 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7367 23.3438 1694456264.7382 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7368 23.3438 1694456264.7369 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7370 23.3438 1694456264.7381 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7371 23.3438 1694456264.7375 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7372 23.3438 1694456264.7373 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7373 23.3438 1694456264.7374 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7376 23.3438 1694456264.7380 7
FUNC __main__.quicksort_inplace 23.3438 1694456264.7377 23.3438 1694456264.7378 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7379 23.3438 1694456264.7379 8
FUNC __main__.quicksort_inplace 23.3438 1694456264.7385 23.3438 1694456264.7403 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7386 23.3438 1694456264.7390 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7387 23.3438 1694456264.7388 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7389 23.3438 1694456264.7390 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7391 23.3438 1694456264.7402 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7392 23.3438 1694456264.7400 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7393 23.3438 1694456264.7394 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7395 23.3438 1694456264.7399 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7396 23.3438 1694456264.7396 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7397 23.3438 1694456264.7398 6
FUNC __main__.quicksort_inplace 23.3438 1694456264.7401 23.3438 1694456264.7401 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7404 23.3438 1694456264.7439 1
FUNC __main__.quicksort_inplace 23.3438 1694456264.7405 23.3438 1694456264.7417 2
FUNC __main__.quicksort_inplace 23.3438 1694456264.7406 23.3438 1694456264.7407 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7408 23.3438 1694456264.7416 3
FUNC __main__.quicksort_inplace 23.3438 1694456264.7409 23.3438 1694456264.7413 4
FUNC __main__.quicksort_inplace 23.3438 1694456264.7410 23.3438 1694456264.7411 5
FUNC __main__.quicksort_inplace 23.3438 1694456264.7412 23.3438 1694456264.7413 5
